merge-28-9-2012.tsv:8eec9570-afbd-102f-b7f9-eadb48a10891	Wise Guys Pizzeria	7606 East Chapman Avenue 	Orange	CA	92869	USA	(714) 633-4161	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	http://www.wiseguyspizzeria.net	http://www.yelp.com/biz/wise-guys-pizzeria-orange	http://www.tripadvisor.in/Restaurant_Review-g32825-d1195058-Reviews-Wise_Guys_Pizzeria-Orange_California.html	http://local.yahoo.com/info-21129891-wise-guys-pizzeria-orange	http://bit.ly/mUhPdY	http://www.facebook.com/pages/Wise-Guys-Pizzeria-Orange-California/258150695970	33.795243	-117.772259	-800
merge-28-9-2012.tsv:8eee9fd1-b203-102f-bc6f-51fceeb1e85b	Canela Spa & Salon	69B Metropolitan Oval 	Bronx	NY	10462	USA	(718) 684-3001	10:00 AM	9:00 PM			10:00 AM	7:00 PM	10:00 AM	7:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	10:00 AM	6:00 PM	http://www.canelaspa.com/	http://www.yelp.com/biz/canela-salon-and-spa-bronx		http://local.yahoo.com/info-33795069-canela-salon-spa-bronx?tab=reviews#reviews	http://maps.google.com/maps/place?cid=13638704130704366796	http://www.facebook.com/canelaspa?ref=nf	40.837984	-73.860719	-500
merge-28-9-2012.tsv:8ef2b2e0-c659-102f-b7ef-e9ae4459668d	Tortilla Sunrise	18 Grove Avenue 	Verona	NJ	7044	USA	(973) 239-1399	10:00 AM	3:00 PM			7:00 AM	8:00 PM	7:00 AM	8:00 PM	7:00 AM	8:00 PM	7:00 AM	11:00 PM	7:00 AM	11:00 PM	http://tortillasunrise.co/	http://yelp.com/biz/tortilla-sunrise-verona/		http://local.yahoo.com/info-91231057	http://maps.google.com/maps/place?cid=14086730013787468866	http://www.facebook.com/TortillaSunrise	40.833843	-74.248177	-500
merge-28-9-2012.tsv:8f04d090-c633-102f-bfe7-6808687104f1	Red Zeppelin Pizza	4395 Perkins Rd. 	Baton Rouge	LA	70808	USA	(225) 302-7153	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	12:00 AM	11:00 AM	12:00 AM	11:00 AM	12:00 AM	11:00 AM	12:00 AM	redzeppelinpizza.com	http://gr.pn/Ki5U4T			http://g.co/maps/x769v	http://www.facebook.com/RedZeppelinPizza?ref=ts	30.417403	-91.145037	-600
merge-28-9-2012.tsv:8f08bd30-b0b3-102f-a83b-ef12c7842e43	Georgio?s Chicago Pizzeria & Pub	100 W Higgins Rd. 	South Barrington	IL	60010	USA	(847) 844-1988	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	10:00 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM	http://www.georgiospizza.com/	http://www.yelp.com/biz/Bm33YlW-BMGhjNjy255g8w	http://www.tripadvisor.com/Restaurant_Review-g35860-d845747-Reviews-Georgio_s_Chicago_Pizzeria-Crystal_Lake_Illinois.html	http://local.yahoo.com/info-17146162-georgio-s-chicago-pizzeria-crystal-lake?tab=reviews	http://maps.google.com/maps/place?um=1&ie=UTF-8&q=Georgio's+Pizza+Crystal+Lake&fb=1&gl=us&hq=Georgio's+Pizza&hnear=0x880f6bd70915845b:0x73858f1c743206d3,Crystal+Lake,+IL&cid=2407932114657863363&ei=RNidTsqzEcrPiALjkamTCg&sa=X&oi=local_result&ct=placepage-l	http://www.facebook.com/GeorgiosPizzaCrystalLake	42.072014	-88.180081	-600
merge-28-9-2012.tsv:8f096401-b0b4-102f-b7db-5c7f20557670	Flying Apron	16541 Redmond Way 	Redmond	WA	98052	USA	(206) 442-1115	9:00 AM	6:00 PM			9:00 AM	6:00 PM	9:00 AM	6:00 PM	9:00 AM	6:00 PM	9:00 AM	6:00 PM	9:00 AM	6:00 PM	http://www.flyingapron.com/	http://www.yelp.com/biz/flying-apron-redmond		http://local.yahoo.com/info-93626969-flying-apron-bakery-redmond	http://bit.ly/qreldx	http://www.facebook.com/flyingaproncafe	47.673306	-122.119908	-800
merge-28-9-2012.tsv:8f0c44a1-b07c-102f-affd-956510a1bf6e	Piccolo Cafe	157 3rd Avenue 	New York	NY	10003	USA	(212) 260-1175	9:30 AM	6:00 PM	8:00 AM	10:00 PM	8:00 AM	10:00 PM	8:00 AM	10:00 PM	8:00 AM	10:00 PM	8:00 AM	10:00 PM	9:30 AM	6:00 PM	http://www.piccolocafe.us/	http://goo.gl/KFmxN		http://local.yahoo.com/info-83927741-piccolo-cafe-new-york	https://plus.google.com/104160946329689147898/about?gl=US&hl=en-US	http://www.facebook.com/pages/Piccolo-Cafe/138299516192845	40.681283	-73.983241	-500
merge-28-9-2012.tsv:8f15f450-c643-102f-bca6-766a083a6cc4	Saviano's Pizzeria and Restaurant	300 N Main St. 	Euless	TX	76039	USA	(817) 283-3121			11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	11:00 PM	12:00 PM	10:00 PM	savianosrestaurant.com	http://www.yelp.com/biz/savianos-restaurant-euless	http://www.tripadvisor.com/Restaurant_Review-g55815-d460743-Reviews-Saviano_s_Restaurant-Euless_Texas.html	http://local.yahoo.com/info-18846049-saviano-s-italian-restaurant-euless	http://maps.google.com/maps/place?hl=en&bav=on.2,or.r_gc.r_pw.,cf.osb&biw=1072&bih=918&um=1&ie=UTF-8&q=saviano's+pizzeria+and+restaurant,+euless+tx&fb=1&gl=us&hq=saviano's+pizzeria+and+restaurant,+euless+tx&cid=11999126159553208971&ei=sVCDT8uaBY_AgAeNvonh		32.840378	-97.082506	-600
merge-28-9-2012.tsv:8f182a60-c597-102f-a3f5-ada7e79b2f8e	Advanced Allergy Solutions	257 Oak St. 	San Francisco	CA	94102	USA	(415) 556-4700			10:00 AM	4:00 PM	9:00 AM	8:00 PM	9:00 AM	8:00 PM	9:00 AM	8:00 PM	9:00 AM	2:00 PM	9:00 AM	3:00 PM	aasclinics.com	http://gr.pn/qAVH7V		http://local.yahoo.com/info-90736760-advanced-allergy-solutions-san-francisco	http://gr.pn/qgoXXD	http://www.facebook.com/pages/Advanced-Allergy-Solutions/199382896541	37.77475	-122.423656	-800
merge-28-9-2012.tsv:8f1d9a70-c60c-102f-be3d-4d80737b4b1d	Marin Murder Mysteries	931 4th St. 	San Rafael	CA	94901	USA	(415) 306-1202													6:30 PM	9:30 PM	http://www.marinmurdermysteries.com/	http://www.yelp.ca/biz/marin-murder-mysteries-san-rafael				http://on.fb.me/nBX2fx	37.972835	-122.526404	-800
